;createTime;specificEnergy (kWh/kWp);plantid;dayEnergy (kWh);irradiation (Wh/msq)
12;2019-05-13;5,79;100128;20707,44;708,891068745042
13;2019-05-14;6,02;100128;21542,65;660,985623628938
14;2019-05-15;5,01;100128;17911,24;580,969832347095
15;2019-05-16;6,56;100128;23457,39;743,962655078493
16;2019-05-17;1,04;100128;3709,24;123,09546779747
17;2019-05-18;3,59;100128;12821,64;406,092296823434
18;2019-05-19;4,93;100128;17631,61;582,362967442659
19;2019-05-20;5,95;100128;21265,15;685,151091874252
20;2019-05-21;1,73;100128;6170,46;200,633720218615
21;2019-05-22;1,55;100128;5558,19;172,468935963315
22;2019-05-23;5,67;100128;20288,65;662,692582769121
23;2019-05-24;2,57;100128;9179,4;304,376440973573
24;2019-05-25;4,61;100128;16494,77;600,294175823525
25;2019-05-26;3,55;100128;12708,27;463,456482927661
26;2019-05-27;2,97;100128;10619,5;341,407386760262
27;2019-05-28;4,95;100128;17682,3;620,123252171362
28;2019-05-29;5,2;100128;18606,42;619,01748079266
29;2019-05-30;1,73;100128;6170,62;197,630601845777
30;2019-05-31;6,37;100128;22766,85;761,960484403589
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2019-06-01;2,88;100128;10286,07;318,220849507277
1;2019-06-02;6,04;100128;21609,42;690,045972266943
2;2019-06-03;3,28;100128;11732,95;361,942664709751
3;2019-06-04;6,74;100128;24095,77;759,389310577286
4;2019-06-05;5,7;100128;20387,26;627,668717897291
5;2019-06-06;4,58;100128;16366,97;528,429696889172
6;2019-06-07;6,47;100128;23122,67;750,181938542663
7;2019-06-08;3,09;100128;11035,49;353,441069189653
8;2019-06-09;4,68;100128;16730,96;606,995198938327
9;2019-06-10;4,19;100128;14972,9;450,129292512788
10;2019-06-11;1,82;100128;6499,31;207,658655479196
11;2019-06-12;1,14;100128;4070,76;133,026229272338
12;2019-06-13;4,96;100128;17750,49;607,738253904976
13;2019-06-14;5,35;100128;19117,49;620,887487635782
14;2019-06-15;2,77;100128;9906,22;301,240573833333
15;2019-06-16;5,65;100128;20184,36;626,522942402062
16;2019-06-17;4,76;100128;17001,94;560,176752605585
17;2019-06-18;4,21;100128;15046,76;480,537706800312
18;2019-06-19;5,91;100128;21131,36;680,527027451226
19;2019-06-20;3,15;100128;11267,44;362,571321492363
20;2019-06-21;4,23;100128;15134,34;510,915493906598
21;2019-06-22;5,79;100128;20697,74;702,713089763937
22;2019-06-23;5,76;100128;20611,16;683,19521080421
23;2019-06-24;6,82;100128;24371,75;767,827517225262
24;2019-06-25;6,03;100128;21570,2;671,47603602139
25;2019-06-26;4,68;100128;16716,2;538,586498660408
26;2019-06-27;6,22;100128;22242,01;755,051297653075
27;2019-06-28;6,26;100128;22390,26;743,046966172851
28;2019-06-29;6,6;100128;23600;754,730109778396
29;2019-06-30;6,61;100128;23622,46;737,989655870245
30;2020-10-31;1;100128;3586,42;125,13376332857
0;2019-07-01;4,03;100128;14417,92;504,376264794175
1;2019-07-02;5,15;100128;18400,05;621,161585748443
2;2019-07-03;4,93;100128;17629,86;584,097722597124
3;2019-07-04;1,96;100128;6994,1;224,261430442876
4;2019-07-05;7,1;100128;25386,6;835,54754211809
5;2019-07-06;3,62;100128;12943,94;423,235351203718
6;2019-07-07;3,21;100128;11494,87;362,961068534135
7;2019-07-08;5,19;100128;18574,13;608,96548991669
8;2019-07-09;5,85;100128;20932,23;722,063317740238
9;2019-07-10;7,04;100128;25176,19;820,229020869669
10;2019-07-11;2,75;100128;9824,38;307,197990657823
11;2019-07-12;4,44;100128;15881,56;515,373993968174
12;2019-07-13;6,01;100128;21499,99;732,617087143949
13;2019-07-14;3,42;100128;12231,53;373,98355005299
14;2019-07-15;3,07;100128;10971,49;343,258695376505
15;2019-07-16;4,37;100128;15634,2;554,129479986809
16;2019-07-17;4,98;100128;17808,86;572,407325990578
17;2019-07-18;5,02;100128;17953,88;572,791986662017
18;2019-07-19;3,27;100128;11692,4;367,415494229404
19;2019-07-20;3,21;100128;11489,19;354,931726529748
20;2019-07-21;2,79;100128;9961,95;301,363292027876
21;2019-07-22;1,91;100128;6844,85;220,587988653411
22;2019-07-23;6,03;100128;21557,14;702,567384472442
23;2019-07-24;6,48;100128;23174,9;700,922451419822
24;2019-07-25;6,22;100128;22253,62;674,151415382262
25;2019-07-26;6,12;100128;21891,02;666,195953806459
26;2019-07-27;5,78;100128;20678,21;663,033836175945
27;2019-07-28;4,12;100128;14715,31;463,029701053091
28;2019-07-29;4,17;100128;14904,04;448,444586166115
29;2019-07-30;3,61;100128;12923,36;393,374232677383
30;2019-07-31;2,85;100128;10173,59;320,300717800226
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2019-08-01;2,51;100128;8972,04;276,864590998386
1;2019-08-02;4,92;100128;17601,74;548,610009362785
2;2019-08-03;5,51;100128;19709,15;630,444480542115
3;2019-08-04;2,39;100128;8527,61;268,781835861472
4;2019-08-05;2,42;100128;8661,68;273,995182161581
5;2019-08-06;4,65;100128;16620,47;560,814665227666
6;2019-08-07;3,14;100128;11233,26;354,141028217785
7;2019-08-08;3,44;100128;12315,34;388,298551987992
8;2019-08-09;3,85;100128;13766,89;421,019755528444
9;2019-08-10;3,53;100128;12614,95;402,966695377455
10;2019-08-11;3,71;100128;13259,89;443,887916197642
11;2019-08-12;5,13;100128;18351,1;621,458418519766
12;2019-08-13;3,81;100128;13606,19;426,070138751271
13;2019-08-14;4,56;100128;16300,56;533,050946913725
14;2019-08-15;1,7;100128;6060,94;193,167115778118
15;2019-08-16;3,04;100128;10854,97;332,87676397834
16;2019-08-17;2,29;100128;8174,33;259,429316823515
17;2019-08-18;1,63;100128;5843,59;191,160526392893
18;2019-08-19;3,9;100128;13928,53;444,369148617541
19;2019-08-20;4,91;100128;17561,32;571,341716770312
20;2019-08-21;4,5;100128;16095,09;523,578371223731
21;2019-08-22;3,3;100128;11802,57;362,173854867947
22;2019-08-23;3,15;100128;11245,7;353,02185317388
23;2019-08-24;5,59;100128;19980,32;600,21563855598
24;2019-08-25;5,78;100128;20679,56;617,311078847181
25;2019-08-26;4,15;100128;14846,26;452,989457817881
26;2019-08-27;4,59;100128;16419,36;496,387235919332
27;2019-08-28;4,79;100128;17120,01;516,453233073177
28;2019-08-29;2,22;100128;7938,24;254,010773871575
29;2019-08-30;3,52;100128;12594,83;381,382767748955
30;2019-08-31;5,29;100128;18922,9;569,000139104483
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2019-09-01;3,09;100128;11041,73;349,639100870328
1;2019-09-02;4,31;100128;15400,24;482,573819091376
2;2019-09-03;3,61;100128;12916,03;431,757041932799
3;2019-09-04;1,04;100128;3716,58;124,55028810896
4;2019-09-05;3,27;100128;11694,19;373,000782430528
5;2019-09-06;2;100128;7156,43;230,735525141596
6;2019-09-07;3,72;100128;13283,44;433,525657647252
7;2019-09-08;2,59;100128;9266,82;294,402265583366
8;2019-09-09;1,27;100128;4546,89;148,985603155837
9;2019-09-10;0,87;100128;3096,97;107,134633797014
10;2019-09-11;1,55;100128;5537,94;173,475696006613
11;2019-09-12;3,22;100128;11528,75;361,137522316284
12;2019-09-13;4,22;100128;15071,02;472,522124421419
13;2019-09-14;3,78;100128;13530,8;433,558535916552
14;2019-09-15;2,81;100128;10051;319,932765005708
15;2019-09-16;4,36;100128;15572,57;497,443673691461
16;2019-09-17;3,38;100128;12068,32;399,884793862365
17;2019-09-18;3,35;100128;11991,91;388,744855902189
18;2019-09-19;3,84;100128;13724,85;414,792838017111
19;2019-09-20;1,79;100128;6410,47;206,375377610877
20;2019-09-21;4,05;100128;14464,68;438,288077494916
21;2019-09-22;4,91;100128;17558,06;516,797925096392
22;2019-09-23;1,23;100128;4413,09;146,418823961211
23;2019-09-24;0,6;100128;2148,21;75,8516774306885
24;2019-09-26;0,75;100128;2699,28;93,759699286262
25;2019-09-27;2,28;100128;8142,58;263,015562489579
26;2019-09-28;1,62;100128;5775,03;181,166175687815
27;2019-09-29;1,42;100128;5063,44;167,065329414018
28;2019-09-30;2,66;100128;9494,42;303,355047190362
29;2020-10-31;1;100128;3586,42;125,13376332857
0;2019-10-01;2,18;100128;7809,94;243,148928532174
1;2019-10-02;1,83;100128;6536,61;205,795680283964
2;2019-10-03;1,26;100128;4490,15;143,809057578949
3;2019-10-04;0,91;100128;3267,76;109,851453403487
4;2019-10-05;3,52;100128;12593,8;403,997470619328
5;2019-10-06;2,38;100128;8517,02;284,129921762561
6;2019-10-07;3,6;100128;12868,45;385,827074606353
7;2019-10-08;2,53;100128;9031,6;305,152684709347
8;2019-10-09;2,29;100128;8188,82;263,051654461877
9;2019-10-10;2,84;100128;10144,4;316,356253786381
10;2019-10-11;1,1;100128;3919,47;131,965919704715
11;2019-10-12;2,03;100128;7271,85;230,787242201267
12;2019-10-13;0,79;100128;2828,87;95,672076452616
13;2019-10-14;1,51;100128;5400,06;170,994230346678
14;2019-10-15;0,64;100128;2286,69;80,0543998449922
15;2019-10-16;0,47;100128;1668,68;61,0378674884727
16;2019-10-17;0,8;100128;2875,49;96,8507749803051
17;2019-10-18;0,68;100128;2433,12;83,1927794785613
18;2019-10-19;1,85;100128;6601,63;220,048395321535
19;2019-10-20;1,99;100128;7123,08;240,089307741103
20;2019-10-21;0,5;100128;1779,91;64,0432953637577
21;2019-10-22;1,25;100128;4472,4;155,0796565592
22;2019-10-23;1,23;100128;4411,67;150,200633736232
23;2019-10-24;0,51;100128;1825,72;64,1813476291168
24;2019-10-25;1,63;100128;5834,3;204,559273430387
25;2019-10-26;0,27;100128;950,38;37,9319393685705
26;2019-10-27;1,78;100128;6367,97;231,749536539093
27;2019-10-28;2,01;100128;7178,89;261,976853126334
28;2019-10-29;2,52;100128;9016,71;325,646351170037
29;2019-10-30;0,74;100128;2630,86;91,0103173977185
30;2019-10-31;0,94;100128;3372,25;112,458883817845
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2019-11-01;0,92;100128;3294,96;110,979147737988
1;2019-11-02;0,24;100128;858,33;34,2726689011184
2;2019-11-03;0,36;100128;1275,28;47,1221739810711
3;2019-11-04;0,23;100128;830,72;33,4037755154111
4;2019-11-05;0,12;100128;442,81;20,8848229610667
5;2019-11-06;0,47;100128;1676,2;59,4629787232714
6;2019-11-07;0,52;100128;1862,99;66,1480312182941
7;2019-11-08;0,68;100128;2422,61;93,0043542710027
8;2019-11-09;0,32;100128;1158,38;43,2481106892991
9;2019-11-10;0,87;100128;3101,97;117,904262658949
10;2019-11-11;1,04;100128;3714,04;134,482938434648
11;2019-11-12;0,37;100128;1305,07;48,3186337141041
12;2019-11-13;1,2;100128;4273,53;170,63982236319
13;2019-11-14;0,74;100128;2644,38;108,229589294406
14;2019-11-15;0,21;100128;736,25;29,9406673688048
15;2019-11-16;0,06;100128;223,9;13,0608698437901
16;2019-11-17;0,73;100128;2606,43;98,334409271988
17;2019-11-18;0,05;100128;177,71;11,4685977305324
18;2019-11-19;0,18;100128;638,97;26,4458334668966
19;2019-11-20;0,86;100128;3061,67;126,81086481223
20;2019-11-21;0,15;100128;523,59;22,7364961695094
21;2019-11-22;0,34;100128;1228,63;46,5100582816227
22;2019-11-23;0,05;100128;168,36;10,9765770493394
23;2019-11-24;0,08;100128;281,98;14,644631416558
24;2019-11-25;0,03;100128;101,11;8,7785246171232
25;2019-11-26;0,07;100128;256,65;14,2919974146469
26;2019-11-27;0,11;100128;393,34;18,3352778912595
27;2019-11-28;0,18;100128;649,96;25,8750270901073
28;2019-11-29;0,96;100128;3431,12;164,883365604543
29;2019-11-30;1,04;100128;3722,34;182,449939081353
30;2020-10-31;1;100128;3586,42;125,13376332857
0;2019-12-01;0,57;100128;2033,59;75,1222326705385
1;2019-12-02;0,94;100128;3359,95;164,169833594228
2;2019-12-03;0,14;100128;486;21,5934153957446
3;2019-12-04;0,35;100128;1247,4;47,3102034088044
4;2019-12-05;0,41;100128;1450,42;57,0836724413385
5;2019-12-06;0,12;100128;424,32;19,6875602577729
6;2019-12-07;0,53;100128;1886,79;82,4957011950597
7;2019-12-08;0,18;100128;642,47;27,1570498953902
8;2019-12-09;0,48;100128;1698,31;75,3378129699123
9;2019-12-10;0,41;100128;1478,86;61,1260201335978
10;2019-12-11;0,44;100128;1582,48;70,4116240831349
11;2019-12-12;0,22;100128;785,34;32,3936290999819
12;2019-12-13;0,21;100128;763,63;31,9885272578033
13;2019-12-14;0,13;100128;461,24;21,1238696881268
14;2019-12-15;0,15;100128;547,48;23,2966878427198
15;2019-12-16;0,11;100128;408,64;18,9506144596133
16;2019-12-17;0,05;100128;162,55;10,7125955960963
17;2019-12-18;0,54;100128;1921,84;95,6904593087979
18;2019-12-19;0,4;100128;1443,61;58,0735045257259
19;2019-12-20;0,14;100128;493,99;22,5168819290429
20;2019-12-21;0,32;100128;1143,73;48,639079317123
21;2019-12-22;0,08;100128;293,05;15,2904988778052
22;2019-12-23;0,16;100128;569,08;23,4768179492602
23;2019-12-24;0,24;100128;873,55;35,1259968478998
24;2019-12-25;0,33;100128;1181,77;52,8849695606253
25;2019-12-26;0,72;100128;2562,91;130,750828719746
26;2019-12-27;0,21;100128;744,43;30,0592650885086
27;2019-12-28;0,2;100128;719,53;27,3898850613397
28;2019-12-29;0,09;100128;321,82;15,5963860818054
29;2019-12-30;0,4;100128;1417;58,054631539661
30;2019-12-31;0,63;100128;2262,64;105,7356392616
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2020-01-01;0,43;100128;1547,39;65,3189948952307
1;2020-01-02;0,08;100128;268,74;14,1646978179934
2;2020-01-03;0,39;100128;1405,12;55,1147747579235
3;2020-01-04;0,82;100128;2945,66;149,378690408709
4;2020-01-05;0,26;100128;935,29;36,6911896620272
5;2020-01-06;0,12;100128;437,52;19,8845827903243
6;2020-01-07;0,38;100128;1350,64;50,6899000143898
7;2020-01-08;0,46;100128;1629,41;61,2261216353909
8;2020-01-09;0,05;100128;175,25;11,5495686140626
9;2020-01-10;0,14;100128;483,36;21,0123644706105
10;2020-01-11;0,08;100128;279,72;14,4922917616332
11;2020-01-12;0,31;100128;1123,76;41,4850951234291
12;2020-01-13;0,64;100128;2299,67;99,2453665352146
13;2020-01-14;0,6;100128;2154,53;83,5610592629081
14;2020-01-15;0,16;100128;563,69;23,7088524250154
15;2020-01-16;0,59;100128;2104,66;88,2436516065648
16;2020-01-17;0,65;100128;2326,87;89,1820597029051
17;2020-01-18;0,37;100128;1320,3;48,6828278132189
18;2020-01-19;1,22;100128;4364,69;200,682351861495
19;2020-01-20;0,2;100128;702,48;28,2837432372568
20;2020-01-21;0,12;100128;440,51;20,1349322654175
21;2020-01-22;1,17;100128;4172,51;181,893733385363
22;2020-01-23;0,36;100128;1274,04;47,1012339263694
23;2020-01-24;0,22;100128;785,03;31,0753478316292
24;2020-01-25;0,5;100128;1773,04;62,6047072454313
25;2020-01-26;0,19;100128;662,71;27,3555604277564
26;2020-01-27;0,53;100128;1905,64;69,3790272760037
27;2020-01-28;0,48;100128;1719,98;62,6849112939658
28;2020-01-29;0,8;100128;2863,02;108,146167795897
29;2020-01-30;0,37;100128;1335,64;47,8487399531281
30;2020-01-31;0,44;100128;1580,31;56,1253308683084
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2020-02-01;0,35;100128;1253,76;45,6815589485838
1;2020-02-02;1,28;100128;4570,61;179,102999370575
2;2020-02-03;0,41;100128;1460,99;53,7995354094036
3;2020-02-04;0,64;100128;2277,32;83,8380279412649
4;2020-02-05;1,62;100128;5797,71;215,537230752787
5;2020-02-06;0,68;100128;2440,04;85,8526470093748
6;2020-02-07;0,39;100128;1401,28;49,3163466380674
7;2020-02-08;0,78;100128;2806,47;99,0818398999566
8;2020-02-09;0,09;100128;320,77;16,8752991473972
9;2020-02-10;0,68;100128;2415,8;85,2570468790985
10;2020-02-11;0,4;100128;1442,51;53,6627877054639
11;2020-02-12;0,57;100128;2037,9;70,6463034688712
12;2020-02-13;1,59;100128;5667,54;198,190928993216
13;2020-02-14;0,83;100128;2950,28;102,275075419864
14;2020-02-15;0,33;100128;1194,64;43,9451915971939
15;2020-02-16;0,42;100128;1505,48;54,4068343829709
16;2020-02-17;0,45;100128;1616,29;58,4869537767924
17;2020-02-18;1,5;100128;5348,7;186,598199900063
18;2020-02-19;1,62;100128;5803,88;198,27557818979
19;2020-02-20;0,52;100128;1861,4;64,1620732985507
20;2020-02-21;1,11;100128;3972,07;137,764947299335
21;2020-02-22;0,83;100128;2962,36;100,906233017462
22;2020-02-23;1,09;100128;3912,17;131,325099622796
23;2020-02-24;0,82;100128;2931,22;97,2990426310669
24;2020-02-25;0,67;100128;2385,15;81,225077823915
25;2020-02-26;0,57;100128;2041,48;101,287010266153
26;2020-02-27;1,98;100128;7061,68;240,540490546304
27;2020-02-28;2,37;100128;8467,69;270,210739868525
28;2020-02-29;0,57;100128;2038,06;70,4859391578154
29;2020-10-31;1;100128;3586,42;125,13376332857
0;2020-03-01;1,94;100128;6922,15;222,260015885683
1;2020-03-02;3,04;100128;10873,4;333,551596192589
2;2020-03-03;0,54;100128;1933,4;68,0351065591034
3;2020-03-04;2,64;100128;9447,19;287,344275173761
4;2020-03-05;2,45;100128;8744,27;268,150377288272
5;2020-03-06;1,24;100128;4444,26;142,404503712456
6;2020-03-07;2,05;100128;7344,52;212,312608892874
7;2020-03-08;0,36;100128;1297,92;48,2903176796004
8;2020-03-09;1,59;100128;5702,02;180,78089811635
9;2020-03-10;0,65;100128;2312,37;78,8233334204673
10;2020-03-11;4,44;100128;15860,28;490,399475949367
11;2020-03-12;1,98;100128;7073,76;216,330101124283
12;2020-03-13;2,71;100128;9702,95;309,946983294637
13;2020-03-14;5;100128;17876,2;530,514545365272
14;2020-03-15;0,49;100128;1748,7;62,0427723317654
15;2020-03-16;2,4;100128;8593,44;276,176188127043
16;2020-03-17;1,07;100128;3828,95;124,037847749326
17;2020-03-18;1,32;100128;4706,03;150,619755911527
18;2020-03-19;4,25;100128;15205,55;488,059752574465
19;2020-03-20;4,66;100128;16672,77;509,219701718349
20;2020-03-21;4,79;100128;17141,17;518,657147873996
21;2020-03-22;4,63;100128;16562,97;521,109291236224
22;2020-03-23;5,45;100128;19483,64;589,726858153853
23;2020-03-24;4,94;100128;17670,24;523,791179040428
24;2020-03-25;5,5;100128;19648,88;597,637306074738
25;2020-03-26;5,52;100128;19744,87;591,808450377418
26;2020-03-27;5,52;100128;19732,88;585,553402077908
27;2020-03-28;4,66;100128;16670,98;529,628748750378
28;2020-03-29;4,64;100128;16595,05;535,361176775285
29;2020-03-30;5,63;100128;20114,44;633,701745897463
30;2020-03-31;3,39;100128;12117,2;366,880000909212
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2020-04-01;2,1;100128;7522,75;236,152053314939
1;2020-04-02;2,03;100128;7270,21;226,824863441378
2;2020-04-03;4,87;100128;17408,67;586,844319995721
3;2020-04-04;3,87;100128;13820,48;431,043984257112
4;2020-04-05;5,84;100128;20876,04;647,705313538693
5;2020-04-06;5,79;100128;20712,8;629,997332838555
6;2020-04-07;5,8;100128;20729,47;648,261081571796
7;2020-04-08;4,25;100128;15202,8;471,111340204104
8;2020-04-09;5,91;100128;21121,88;677,570399301639
9;2020-04-10;5,61;100128;20066,4;635,120017699703
10;2020-04-11;1,38;100128;4941,82;160,497753844687
11;2020-04-12;5,1;100128;18229,71;586,877917685719
12;2020-04-13;5,23;100128;18693,25;625,999677311853
13;2020-04-14;5,66;100128;20241,28;664,090984790592
14;2020-04-15;5,35;100128;19131,24;637,007876960438
15;2020-04-16;5;100128;17865,91;589,892889787614
16;2020-04-17;5,66;100128;20237,84;629,020260867277
17;2020-04-18;5,96;100128;21311,05;666,970275845219
18;2020-04-19;6,34;100128;22673,08;711,90668160895
19;2020-04-20;6,27;100128;22426,96;700,406431359064
20;2020-04-21;6,34;100128;22665,65;711,274334522487
21;2020-04-22;6,38;100128;22819,56;711,555741818542
22;2020-04-23;6,24;100128;22307,26;688,52266477439
23;2020-04-24;4,96;100128;17732,8;554,73388832619
24;2020-04-25;4,74;100128;16940,02;539,462199549758
25;2020-04-26;3,75;100128;13415,44;442,374026858534
26;2020-04-27;0,67;100128;2389,25;85,0278201941041
27;2020-04-28;3,81;100128;13619,86;437,413976623941
28;2020-04-29;3,52;100128;12579,32;389,382528637804
29;2020-04-30;1,35;100128;4812,15;156,631806205005
30;2020-10-31;1;100128;3586,42;125,13376332857
0;2020-05-01;2,93;100128;10481,89;319,301444422931
1;2020-05-02;2,97;100128;10621,96;335,701182040388
2;2020-05-03;5,74;100128;20533,13;714,550325061803
3;2020-05-04;5,71;100128;20430,48;700,695556719737
4;2020-05-05;5,61;100128;20069,55;677,439991278297
5;2020-05-06;5,91;100128;21119,93;722,216904904418
6;2020-05-07;6,56;100128;23443,72;772,146573365643
7;2020-05-08;5,16;100128;18442,06;597,218361923413
8;2020-05-09;5,67;100128;20259,27;671,531162651175
9;2020-05-10;3,32;100128;11865,5;364,384637732261
10;2020-05-11;6,07;100128;21690,03;747,558764783909
11;2020-05-12;4,63;100128;16540,62;497,312982703578
12;2020-05-13;5,49;100128;19630,11;651,525428295005
13;2020-05-14;5,37;100128;19196,22;624,604334570307
14;2020-05-15;4,81;100128;17181,17;590,703321639981
15;2020-05-16;3,13;100128;11180,12;350,845107591512
16;2020-05-17;3,61;100128;12917,54;426,558972734319
17;2020-05-18;1,6;100128;5726,4;184,735342327139
18;2020-05-19;5,23;100128;18704,18;681,498932215832
19;2020-05-20;6,79;100128;24265,17;786,974985642675
20;2020-05-21;6,35;100128;22718,72;721,844395957739
21;2020-05-22;3,14;100128;11240,78;344,14223811197
22;2020-05-23;5,31;100128;18995,33;656,301157663048
23;2020-05-24;2,17;100128;7773,09;244,862207539357
24;2020-05-25;3,43;100128;12257,72;400,283123739234
25;2020-05-26;5,6;100128;20039,43;648,271580940625
26;2020-05-27;5,39;100128;19289,57;583,789640285047
27;2020-05-28;6,65;100128;23761,4;796,293693630231
28;2020-05-29;7,01;100128;25056,48;811,416400400321
29;2020-05-30;6,8;100128;24326,82;791,911521126025
30;2020-05-31;6,82;100128;24373,77;784,405894890727
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2020-06-01;6,9;100128;24682,99;776,671200321056
1;2020-06-02;6,49;100128;23190,65;716,97511618675
2;2020-06-03;4,54;100128;16245,6;539,065306266992
3;2020-06-04;2,27;100128;8123,55;259,110764072887
4;2020-06-05;4,53;100128;16193,91;571,218143585809
5;2020-06-06;4,1;100128;14648,97;475,209771513122
6;2020-06-07;4,5;100128;16091,39;520,132354611562
7;2020-06-08;4,35;100128;15568,39;489,762440670881
8;2020-06-09;4,08;100128;14575,8;442,757776442318
9;2020-06-10;5,88;100128;21040,44;647,992249769273
10;2020-06-11;5,05;100128;18041,24;593,441177306679
11;2020-06-12;1,82;100128;6508,87;207,821729708454
12;2020-06-13;2,31;100128;8262,57;260,604160669146
13;2020-06-14;6,93;100128;24770,47;812,497496645691
14;2020-06-15;7,02;100128;25105,71;787,492987234415
15;2020-06-16;6,88;100128;24599,96;773,884547471257
16;2020-06-17;3,82;100128;13683,97;414,318070679829
17;2020-06-18;4,64;100128;16596,19;518,25040160033
18;2020-06-19;1,82;100128;6509,98;208,499513080367
19;2020-06-20;1,26;100128;4499,86;148,856465824885
20;2020-06-21;6,13;100128;21949,37;727,380344581164
21;2020-06-22;5,55;100128;19867,76;702,490710525836
22;2020-06-23;6,79;100128;24293,2;764,492093207471
23;2020-06-24;6,73;100128;24083,97;741,154266401126
24;2020-06-25;6,8;100128;24336,9;769,32807043427
25;2020-06-26;6,5;100128;23246,03;728,670161132073
26;2020-06-27;4,43;100128;15870,18;518,008343938624
27;2020-06-28;3,08;100128;11023,95;348,878696220662
28;2020-06-29;4,57;100128;16355,93;560,060071745309
29;2020-06-30;3,27;100128;11691,1;404,034976237612
30;2020-10-31;1;100128;3586,42;125,13376332857
0;2020-07-01;3,57;100128;12791,8;398,827347197034
1;2020-07-02;5,58;100128;19976,09;698,815478196042
2;2020-07-03;2,98;100128;10659,83;332,689635083487
3;2020-07-04;1,52;100128;5442,54;181,49958441218
4;2020-07-05;3,1;100128;11081,49;372,568377687426
5;2020-07-06;4,29;100128;15354,75;503,829142782889
6;2020-07-07;4,07;100128;14568,56;499,101211792765
7;2020-07-08;4,61;100128;16512,25;566,105522247049
8;2020-07-09;5,62;100128;20125,28;672,989031852367
9;2020-07-10;4,69;100128;16795,25;513,857857965307
10;2020-07-11;4,94;100128;17671,25;588,60508917768
11;2020-07-12;3,32;100128;11879,26;370,913102184758
12;2020-07-13;5,07;100128;18135,01;589,321026471648
13;2020-07-14;1,87;100128;6675,71;213,831933684944
14;2020-07-15;3,34;100128;11970,85;367,821726712857
15;2020-07-16;3,25;100128;11638,94;369,763338986714
16;2020-07-17;4,84;100128;17321,78;572,129442642442
17;2020-07-18;3,95;100128;14147,05;465,40199064857
18;2020-07-19;1,86;100128;6659,28;215,47620664543
19;2020-07-20;5,31;100128;19011,54;633,02225747774
20;2020-07-21;5,97;100128;21349,06;741,193227582452
21;2020-07-22;5,74;100128;20550,52;692,58886356436
22;2020-07-23;3,28;100128;11735,2;372,272023533858
23;2020-07-24;3,21;100128;11484,03;383,475856547752
24;2020-07-25;4,04;100128;14472,14;463,243868222485
25;2020-07-26;3,02;100128;10809,71;345,6559886183
26;2020-07-27;3,66;100128;13111,25;419,107355177729
27;2020-07-28;3,92;100128;14022,42;474,408734762153
28;2020-07-29;2,71;100128;9700,82;314,03742997974
29;2020-07-30;3,37;100128;12043,66;378,623365956404
30;2020-07-31;5,36;100128;19193,99;626,644879921862
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2020-08-01;5,78;100128;20685,1;665,160226148818
1;2020-08-02;3,23;100128;11567,15;377,599952973505
2;2020-08-03;4,26;100128;15242,44;478,808677149814
3;2020-08-04;4,57;100128;16352,79;567,944924084209
4;2020-08-05;1,72;100128;6164,9;200,243524649125
5;2020-08-06;3,91;100128;13999,72;429,595635482093
6;2020-08-07;6,03;100128;21585,62;659,124072605654
7;2020-08-08;4,75;100128;16988,51;514,705835818961
8;2020-08-09;5,12;100128;18340,93;560,841993664471
9;2020-08-10;5,02;100128;17952,33;571,04976526658
10;2020-08-11;5,8;100128;20770,37;632,917895284496
11;2020-08-12;5,96;100128;21325,28;659,960534971599
12;2020-08-13;5,97;100128;21364,01;656,440189937285
13;2020-08-14;5,89;100128;21087,06;638,604227204658
14;2020-08-15;5,51;100128;19725,5;610,451611072974
15;2020-08-16;5,74;100128;20545,36;629,006721349955
16;2020-08-17;5,78;100128;20693,29;635,342995512778
17;2020-08-18;2,94;100128;10522,15;336,845767585117
18;2020-08-19;3,82;100128;13661,06;466,98226246667
19;2020-08-20;0,93;100128;3325,09;117,584469888248
20;2020-08-21;2,85;100128;10207,92;337,520878992351
21;2020-08-22;3,69;100128;13203,88;442,065811131077
22;2020-08-23;3,28;100128;11741,22;400,62139626889
23;2020-08-24;3,4;100128;12161;388,06720694087
24;2020-08-25;4,38;100128;15689,82;526,997497839795
25;2020-08-26;2,33;100128;8327,55;280,991582393076
26;2020-08-27;2,72;100128;9722,06;304,47487905533
27;2020-08-28;1,37;100128;4909,29;164,205822905806
28;2020-08-29;2,49;100128;8896,73;291,959004516692
29;2020-08-30;3,68;100128;13182,66;435,056981523138
30;2020-08-31;5,54;100128;19838,4;624,512970878083
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2020-09-01;5,27;100128;18855,36;599,297576235199
1;2020-09-02;5,36;100128;19199,65;607,480447731534
2;2020-09-03;2,32;100128;8312,93;260,372972895637
3;2020-09-04;3,24;100128;11589,06;389,539673246545
4;2020-09-05;3,67;100128;13150,73;433,594121492656
