;createTime;specificEnergy (kWh/kWp);plantid;dayEnergy (kWh);irradiation (Wh/msq)
12;2018-02-13;0,75;100128;2667,63;nan
13;2018-02-14;2,24;100128;8005,32;nan
14;2018-02-15;0,43;100128;1528,04;nan
15;2018-02-16;0,67;100128;2382,61;nan
16;2018-02-17;0,85;100128;3050,53;nan
17;2018-02-18;0,68;100128;2417;nan
18;2018-02-19;0,14;100128;484,18;nan
19;2018-02-20;1,65;100128;5909,29;nan
20;2018-02-21;1;100128;3577,38;nan
21;2018-02-22;1,68;100128;5997,97;nan
22;2018-02-23;2,54;100128;9099,54;nan
23;2018-02-24;2,8;100128;10029,21;nan
24;2018-02-25;2,02;100128;7232,15;nan
25;2018-02-26;2,1;100128;7499,28;nan
26;2018-02-27;0,1;100128;350,24;nan
27;2018-02-28;0,32;100128;1126,32;nan
28;2020-10-31;1;100128;3586,42;125,13376332857
0;2018-03-01;0,93;100128;3307,44;nan
1;2018-03-02;0,81;100128;2899,57;nan
2;2018-03-03;1,08;100128;3858,54;nan
3;2018-03-04;2,16;100128;7709,87;nan
4;2018-03-05;0,44;100128;1586,93;nan
5;2018-03-06;0,71;100128;2530,54;nan
6;2018-03-07;1,04;100128;3708,33;nan
7;2018-03-08;0,32;100128;1127,51;nan
8;2018-03-09;0,17;100128;606,23;nan
9;2018-03-10;1,04;100128;3725,1;nan
10;2018-03-11;0,39;100128;1394,52;nan
11;2018-03-12;0,94;100128;3367,45;nan
12;2018-03-13;0,36;100128;1299,53;nan
13;2018-03-14;1,58;100128;5650,29;nan
14;2018-03-15;0,81;100128;2889,34;nan
15;2018-03-16;1,67;100128;5968,34;nan
16;2018-03-17;2,49;100128;8911,09;nan
17;2018-03-18;4,44;100128;15868,72;nan
18;2018-03-19;4,42;100128;15799,52;nan
19;2018-03-20;4,83;100128;17277,67;nan
20;2018-03-21;1,72;100128;6147,82;nan
21;2018-03-22;0,83;100128;2974,45;nan
22;2018-03-23;1,08;100128;3869,85;nan
23;2018-03-24;0,9;100128;3228,67;nan
24;2018-03-25;0,64;100128;2303,34;nan
25;2018-03-26;2,19;100128;7813,63;nan
26;2018-03-27;1;100128;3579,28;nan
27;2018-03-28;0,74;100128;2641,5;nan
28;2018-03-29;2,11;100128;7534,15;nan
29;2018-03-30;4,76;100128;17021,56;nan
30;2018-03-31;1,97;100128;7061,26;nan
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2018-04-01;3,32;100128;11875,11;nan
1;2018-04-02;5,02;100128;17935,43;nan
2;2018-04-03;0,71;100128;2525,21;nan
3;2018-04-04;3,19;100128;11400,09;nan
4;2018-04-05;1,22;100128;4358,87;nan
5;2018-04-06;5,31;100128;18976,41;nan
6;2018-04-07;4,17;100128;14919,62;nan
7;2018-04-08;4,46;100128;15945,89;nan
8;2018-04-09;3,21;100128;11487,03;nan
9;2018-04-10;2,21;100128;7910,57;nan
10;2018-04-11;5,37;100128;19199,71;nan
11;2018-04-12;3,19;100128;11407,52;379,426864052296
12;2018-04-13;2,61;100128;9320,59;310,937218355823
13;2018-04-14;1,62;100128;5783,99;201,608062549087
14;2018-04-15;1,17;100128;4182,16;154,308569804738
15;2018-04-16;2,69;100128;9616,11;324,001866674583
16;2018-04-17;3,65;100128;13045,79;429,982142699794
17;2018-04-18;4,38;100128;15669,19;521,112829642974
18;2018-04-19;5,35;100128;19146,17;610,273607119737
19;2018-04-20;5,34;100128;19084,59;611,935410248038
20;2018-04-21;5,53;100128;19774,59;653,45301310479
21;2018-04-22;4,41;100128;15755,26;510,446677514447
22;2018-04-23;3,5;100128;12499,57;457,215941536357
23;2018-04-24;2,38;100128;8506,64;293,98260987092
24;2018-04-25;3,04;100128;10859,4;401,790308015022
25;2018-04-26;2,72;100128;9721,49;419,867810412642
26;2018-04-27;2,61;100128;9334,56;558,607902854224
27;2018-04-28;0,94;100128;3363,01;273,166009836795
28;2018-04-29;1,34;100128;4794,36;405,926032459487
29;2018-04-30;0,26;100128;913,23;83,5661540560199
30;2020-10-31;1;100128;3586,42;125,13376332857
0;2018-05-01;0,79;100128;2838,71;240,128248568942
1;2018-05-02;1,76;100128;6277,19;519,219509884275
2;2018-05-03;1,72;100128;6143,05;551,30974070255
3;2018-05-04;2,08;100128;7434,76;643,102792170385
4;2018-05-05;2,39;100128;8535,37;705,17171149933
5;2018-05-06;2,4;100128;8590,6;688,7883566764
6;2018-05-07;2,42;100128;8648,29;695,406469591184
7;2018-05-08;2,43;100128;8695,99;707,990167003071
8;2018-05-09;2,42;100128;8640,56;702,863796767647
9;2018-05-10;1,87;100128;6689,78;562,491863409737
10;2018-05-11;2,5;100128;8934,73;752,835835964609
11;2018-05-12;2,04;100128;7311,43;592,163999695838
12;2018-05-13;2,39;100128;8540,66;687,542251218703
13;2018-05-14;2,44;100128;8714,82;707,464845798925
14;2018-05-15;2,46;100128;8800,4;691,153189422367
15;2018-05-16;3,2;100128;11440,38;696,846600451883
16;2018-05-17;3,63;100128;12979,23;689,169485285809
17;2018-05-18;1,66;100128;5922,55;305,433502862046
18;2018-05-19;2,64;100128;9425,28;510,043772715142
19;2018-05-20;3,81;100128;13625,73;723,085635438284
20;2018-05-21;5,21;100128;18622,3;602,218844836338
21;2018-05-22;6,27;100128;22421,64;673,770720770593
22;2018-05-23;5,72;100128;20453,46;613,441097936969
23;2018-05-24;6,79;100128;24266,26;733,138111231659
24;2018-05-25;6,75;100128;24127,18;749,739813041141
25;2018-05-26;6,51;100128;23263,4;743,201176191723
26;2018-05-27;3,9;100128;13927,22;429,112005147516
27;2018-05-28;6,13;100128;21903,91;709,078985375208
28;2018-05-29;4,85;100128;17334,85;530,599208164567
29;2018-05-30;6,86;100128;24529,82;773,242770011425
30;2018-05-31;6,62;100128;23682,78;744,027443450514
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2018-06-01;6,71;100128;23999,65;750,276040043352
1;2018-06-02;6,66;100128;23812,93;715,579012496842
2;2018-06-03;6,63;100128;23722,71;736,27172607565
3;2018-06-04;6,45;100128;23049,92;764,213494582162
4;2018-06-05;6,99;100128;24997,09;797,313377710328
5;2018-06-06;5,73;100128;20486,27;651,504321816887
6;2018-06-07;6,84;100128;24447,79;755,3408369742
7;2018-06-08;6,71;100128;23993,83;746,59093165523
8;2018-06-09;3,52;100128;12577,17;376,528986140362
9;2018-06-10;1,27;100128;4533,14;152,701269585317
10;2018-06-11;2,93;100128;10465,34;327,057399125886
11;2018-06-12;5,31;100128;18970;655,102442163299
12;2018-06-13;6,67;100128;23832,94;813,103033195923
13;2018-06-14;4,44;100128;15867,78;499,124769638992
14;2018-06-15;4,85;100128;17328,9;598,872792100312
15;2018-06-16;2,37;100128;8489,62;264,045188097292
16;2018-06-17;4,8;100128;17145,3;586,730706129304
17;2018-06-18;2,74;100128;9814,67;300,087162374501
18;2018-06-19;5,69;100128;20348,11;701,567988860804
19;2018-06-20;1,66;100128;5924,21;191,050673888206
20;2018-06-21;5,72;100128;20453,65;715,790221442039
21;2018-06-22;5,82;100128;20805,11;676,954206985127
22;2018-06-23;4,06;100128;14520,88;454,916771677868
23;2018-06-24;6,24;100128;22313,14;708,073469544581
24;2018-06-25;6,64;100128;23737,77;776,621075479761
25;2018-06-26;6,67;100128;23861,27;747,620484008896
26;2018-06-27;6,76;100128;24166,46;734,324961794045
27;2018-06-28;6,79;100128;24269,19;767,361025510684
28;2018-06-29;6,78;100128;24236,12;772,865098250861
29;2018-06-30;7,03;100128;25138,51;806,050558585455
30;2020-10-31;1;100128;3586,42;125,13376332857
0;2018-07-01;6,65;100128;23779,64;775,723521109845
1;2018-07-02;6,89;100128;24646,01;795,179179871831
2;2018-07-03;7;100128;25033,06;797,188528057291
3;2018-07-04;7,01;100128;25054,14;800,318986704197
4;2018-07-05;3,01;100128;10757,14;337,685114990696
5;2018-07-06;6,91;100128;24700,97;837,40831742423
6;2018-07-07;6,94;100128;24797,4;796,573510756488
7;2018-07-08;6,96;100128;24884,75;794,001668674721
8;2018-07-09;6,85;100128;24504,95;813,514865605342
9;2018-07-10;5,08;100128;18167,74;601,348717388178
10;2018-07-11;6;100128;21437,15;685,170447455277
11;2018-07-12;5,04;100128;18027,98;571,118940957272
12;2018-07-13;6,87;100128;24576,25;786,939968012384
13;2018-07-14;5;100128;17866,78;560,554511647109
14;2018-07-15;6,04;100128;21597,83;702,911104228799
15;2018-07-16;6,63;100128;23688,28;738,150498955008
16;2018-07-17;5,01;100128;17911,36;575,04134038002
17;2018-07-18;5;100128;17893,01;588,772991492049
18;2018-07-19;6,04;100128;21578,85;736,111005828665
19;2018-07-20;6,55;100128;23413,67;752,469107908416
20;2018-07-21;5,95;100128;20952,73;694,517183374138
21;2018-07-22;4,88;100128;17181,94;533,386931515434
22;2018-07-23;3,8;100128;13570,86;459,298078736728
23;2018-07-24;6,2;100128;22184,15;700,959476828663
24;2018-07-25;6,03;100128;21548,08;650,243539468717
25;2018-07-26;6,48;100128;23162,71;711,317322678978
26;2018-07-27;6,46;100128;23088,84;708,893209756169
27;2018-07-28;5,58;100128;19935,7;627,152652810116
28;2018-07-29;5,71;100128;20409,43;652,620810714256
29;2018-07-30;3,74;100128;13376,38;411,59621694169
30;2018-07-31;3,12;100128;11168,29;343,199592070038
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2018-08-01;5,08;100128;18166,45;588,157015103619
1;2018-08-02;5,89;100128;21044,44;666,528226885402
2;2018-08-03;5,28;100128;18878,56;625,839097183078
3;2018-08-04;4,55;100128;16277,12;552,158787296077
4;2018-08-05;3,87;100128;13824,37;453,029060668424
5;2018-08-06;2,2;100128;7854,58;250,388926015699
6;2018-08-07;5,55;100128;19843,25;624,45489801834
7;2018-08-08;2,97;100128;10626,54;330,728491588055
8;2018-08-09;5,22;100128;18680,92;588,804128376097
9;2018-08-10;4,04;100128;14429,34;481,883441045667
10;2018-08-11;2,76;100128;9854,92;320,06275508195
11;2018-08-12;1,65;100128;5907,43;193,090903013922
12;2018-08-13;1,13;100128;4043,72;133,973136645466
13;2018-08-14;2,03;100128;7259,68;248,525279510505
14;2018-08-15;4,32;100128;15433,82;501,658816849016
15;2018-08-16;2,22;100128;7945,06;254,28715879466
16;2018-08-17;4,54;100128;16217,96;502,792304800441
17;2018-08-18;1,54;100128;5515,94;179,602306867358
18;2018-08-19;1,07;100128;3812,94;128,518298974371
19;2018-08-20;5,47;100128;19550,23;600,973130008885
20;2018-08-21;4,57;100128;16354,36;544,223044336374
21;2018-08-22;3,9;100128;13947,38;437,734019573737
22;2018-08-23;2,49;100128;8906,44;285,415888669178
23;2018-08-24;2,94;100128;10514,45;332,528729197373
24;2018-08-25;3,7;100128;13213,97;419,325186161966
25;2018-08-26;4,22;100128;15094,69;481,793479722423
26;2018-08-27;1,78;100128;6374,13;201,382625411268
27;2018-08-28;2,55;100128;9134,64;284,898326277697
28;2018-08-29;2,61;100128;9339,72;293,387343374792
29;2018-08-30;1,93;100128;6883,19;214,77408853347
30;2018-08-31;3,88;100128;13861,69;453,243543729889
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2018-09-01;3,73;100128;13328,5;424,500106807955
1;2018-09-02;4,55;100128;16281,29;500,101504930541
2;2018-09-03;2,54;100128;9084,85;281,900117283922
3;2018-09-04;4,7;100128;16822,9;516,058008312791
4;2018-09-05;3,99;100128;14272,31;430,315732134308
5;2018-09-06;3,99;100128;14270,49;443,59598167239
6;2018-09-07;0,92;100128;3281,92;110,300964593678
7;2018-09-08;2,7;100128;9669,38;317,873804294132
8;2018-09-09;2,47;100128;8836,53;292,660542007783
9;2018-09-10;3,65;100128;13063,91;426,013149364318
10;2018-09-11;1,1;100128;3934,82;131,4232614494
11;2018-09-12;3,12;100128;11171,06;344,305606653434
12;2018-09-13;2,78;100128;9950,47;317,672338993483
13;2018-09-14;1,62;100128;5774,52;186,158937325619
14;2018-09-15;3,64;100128;13005,66;415,82712327245
15;2018-09-16;2,08;100128;7419,77;227,58335461971
16;2018-09-17;2,95;100128;10531,69;330,793399082271
17;2018-09-18;4,99;100128;17840,54;522,146539154369
18;2018-09-19;1,67;100128;5979,55;191,686591375462
19;2018-09-20;1,24;100128;4423,56;145,438389992806
20;2018-09-21;2,15;100128;7671,52;247,599663768316
21;2018-09-22;3,41;100128;12180,76;388,520539737979
22;2018-09-23;3,77;100128;13468,6;415,027147946781
23;2018-09-24;3,99;100128;14260,14;446,69817868228
24;2018-09-25;4,06;100128;14533,02;446,89161424428
25;2018-09-26;0,34;100128;1224,75;46,2567994037945
26;2018-09-27;0,87;100128;3117,73;106,366890517323
27;2018-09-28;4,3;100128;15390,17;480,965642043663
28;2018-09-29;1,65;100128;5888,11;191,899020101276
29;2018-09-30;1,58;100128;5631,92;183,956626525129
30;2020-10-31;1;100128;3586,42;125,13376332857
0;2018-10-01;3,16;100128;11287,36;355,046576133043
1;2018-10-02;2,01;100128;7169,05;226,445989849375
2;2018-10-03;3,4;100128;12162,13;374,233290169167
3;2018-10-04;1,5;100128;5350,8;174,529874757091
4;2018-10-05;0,99;100128;3536,58;118,532311044308
5;2018-10-06;0,66;100128;2358,16;82,0738764448754
6;2018-10-07;3,05;100128;10894,58;333,94505099533
7;2018-10-08;0,85;100128;3050,35;103,827584821386
8;2018-10-09;0,67;100128;2384,91;82,3798674597426
9;2018-10-10;3,28;100128;11744,55;359,172447066228
10;2018-10-11;3,58;100128;12793,12;391,410978692972
11;2018-10-12;2,95;100128;10550,97;325,5881598484
12;2018-10-13;2,62;100128;9366,38;294,489282037845
13;2018-10-14;3,42;100128;12236,49;382,408463922807
14;2018-10-15;2,75;100128;9821,11;311,093478389062
15;2018-10-16;1,22;100128;4357,81;143,953204113722
16;2018-10-17;1,83;100128;6560,72;215,602889720889
17;2018-10-18;2,9;100128;10376,86;340,851387083193
18;2018-10-19;0,96;100128;3431,12;115,816144501237
19;2018-10-20;2,34;100128;8382,65;292,333199574588
20;2018-10-21;0,84;100128;3014,16;102,024879612655
21;2018-10-22;2,67;100128;9556,29;333,761398457262
22;2018-10-23;0,7;100128;2488,08;87,2139461660717
23;2018-10-24;2,29;100128;8198,9;288,405230157418
24;2018-10-25;1,81;100128;6469,43;229,066596268993
25;2018-10-26;0,98;100128;3488,82;120,273720038162
26;2018-10-27;1,36;100128;4879,62;177,514753441406
27;2018-10-28;1,45;100128;5168,65;194,345811516851
28;2018-10-29;0,47;100128;1693,32;60,3073174953409
29;2018-10-30;0,11;100128;390,26;18,9855371648072
30;2018-10-31;1,67;100128;5958,95;224,001591214741
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2018-11-01;1,27;100128;4548,76;164,537270574407
1;2018-11-02;0,46;100128;1631,87;60,6104724240821
2;2018-11-03;1,95;100128;6965,47;260,021090092024
3;2018-11-04;1;100128;3560,79;131,503345268133
4;2018-11-05;0,15;100128;518,3;22,753954020762
5;2018-11-06;0,19;100128;668,52;27,742715695462
6;2018-11-07;0,27;100128;970,42;36,6561198149136
7;2018-11-08;0,84;100128;3000,91;108,886409250947
8;2018-11-09;0,36;100128;1275,22;46,366870323768
9;2018-11-10;0,2;100128;701,2;28,4987419749723
10;2018-11-11;0,3;100128;1057,78;40,2220567909016
11;2018-11-12;0,42;100128;1489,2;53,4594682351104
12;2018-11-13;0,29;100128;1036,08;39,7479978680992
13;2018-11-14;0,49;100128;1768,31;61,9607724730914
14;2018-11-15;0,61;100128;2173,49;84,7781627283118
15;2018-11-16;1,33;100128;4764,37;204,195674999175
16;2018-11-17;0,88;100128;3151,61;126,782882910428
17;2018-11-18;0,35;100128;1242,83;51,120957948755
18;2018-11-19;0,48;100128;1720,2;64,8465998366105
19;2018-11-20;0,46;100128;1661,13;65,413312923023
20;2018-11-21;0,15;100128;519,4;22,5335676416723
21;2018-11-22;0,21;100128;756,9;30,2226219417433
22;2018-11-23;0,07;100128;236,17;13,6008345315061
23;2018-11-24;0,17;100128;616,55;26,1999371347236
24;2018-11-25;0,27;100128;980,51;37,0522589779274
25;2018-11-26;0,92;100128;3288,09;142,893672353362
26;2018-11-27;1,01;100128;3623,14;177,060423440187
27;2018-11-28;0,61;100128;2186,1;96,107956406409
28;2018-11-29;0,07;100128;246,64;13,5140456096547
29;2018-11-30;0,19;100128;674,92;27,1545674968734
30;2020-10-31;1;100128;3586,42;125,13376332857
0;2018-12-01;0,55;100128;1952,84;83,1363122720959
1;2018-12-02;0,07;100128;238,1;13,5667926589873
2;2018-12-03;0,2;100128;723,93;30,4439853513236
3;2018-12-04;0,86;100128;3091,89;153,565945653236
4;2018-12-05;0,75;100128;2672,69;123,986666097597
5;2018-12-06;0,13;100128;457,74;19,9451033255466
6;2018-12-07;0,12;100128;431;19,5882592398742
7;2018-12-08;0,2;100128;712,31;29,5687142765507
8;2018-12-09;0,35;100128;1264,79;51,9783890590526
9;2018-12-10;0,59;100128;2107,31;108,616627214057
10;2018-12-11;0,35;100128;1239,06;60,2259742446386
11;2018-12-12;0,18;100128;626,6;25,9070382895299
12;2018-12-13;0,23;100128;808,58;31,7872339130706
13;2018-12-14;0,19;100128;684,8;27,5046211668091
14;2018-12-15;0,15;100128;531,9;23,0045337815496
15;2018-12-16;0,06;100128;202,68;12,2733368409004
16;2018-12-17;0,14;100128;513,91;22,1341030851715
17;2018-12-18;0,08;100128;298,22;15,0848960187606
18;2018-12-19;0,08;100128;268,81;14,4127167121063
19;2018-12-20;0,13;100128;470,07;21,2500331908757
20;2018-12-21;0,06;100128;220,47;12,6966845457135
21;2018-12-22;0,11;100128;398,64;18,7825812135098
22;2018-12-23;0,16;100128;555,93;23,0259838829995
23;2018-12-24;0,67;100128;2411,35;125,770344822639
24;2018-12-25;0,24;100128;860,01;36,6681351475209
25;2018-12-26;0,41;100128;1471,66;68,7263702724335
26;2018-12-27;0,11;100128;377,34;17,4499191316471
27;2018-12-28;0,64;100128;2289,83;110,627325779906
28;2018-12-29;0,08;100128;287,82;14,7751709118732
29;2018-12-30;0,78;100128;2801,85;149,595471843764
30;2018-12-31;0,17;100128;616,62;25,6918067059129
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2019-01-01;0,48;100128;1707,08;72,6517104675801
1;2019-01-02;0,89;100128;3167,92;170,96734658304
2;2019-01-03;0,53;100128;1910,49;74,2299859326806
3;2019-01-04;0,39;100128;1390,76;52,7903560621601
4;2019-01-05;0,61;100128;2188,56;97,9394712859543
5;2019-01-06;0,23;100128;827,46;31,7924813623075
6;2019-01-07;0,26;100128;917,7;35,067065458127
7;2019-01-08;0,22;100128;789,22;30,6855778587354
8;2019-01-09;0,99;100128;3536,57;182,486348266846
9;2019-01-10;0,19;100128;694,55;26,9224265197221
10;2019-01-11;0,67;100128;2394,91;106,798018185442
11;2019-01-12;0,17;100128;601,45;24,9890447988901
12;2019-01-13;0,21;100128;734,7;29,206989942079
13;2019-01-14;1,13;100128;4055,74;198,617539028698
14;2019-01-15;0,18;100128;641,67;26,863526283917
15;2019-01-16;0,1;100128;351,42;17,1916741941029
16;2019-01-17;0,28;100128;1010,56;40,1278192830251
17;2019-01-18;1,24;100128;4448,15;199,5682304335
18;2019-01-19;0,8;100128;2863,39;121,034795554596
19;2019-01-20;0,71;100128;2521,61;87,4147040041907
20;2019-01-21;0,91;100128;3253,08;134,162955880255
21;2019-01-22;0,2;100128;701,99;27,5195994488153
22;2019-01-23;0,4;100128;1428,36;49,8617707462557
23;2019-01-24;0,19;100128;670,06;27,872761058292
24;2019-01-25;0,47;100128;1694,16;63,4546442535088
25;2019-01-26;0,05;100128;176,35;44,7797429181121
26;2019-01-27;0,24;100128;842,79;33,3476203341668
27;2019-01-28;0,24;100128;865,06;33,5225164344864
28;2019-01-29;1,39;100128;4979,42;197,026314555651
29;2019-01-30;0,93;100128;3334,02;114,485796350594
30;2019-01-31;0,06;100128;213,96;25,2942646241331
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2019-02-01;0,53;100128;1892,97;81,2426090464027
1;2019-02-02;0,14;100128;497,76;21,7057941968819
2;2019-02-03;1,24;100128;4420,82;168,238734473748
3;2019-02-04;0,22;100128;772,58;31,5925475424607
4;2019-02-05;0,72;100128;2588,53;94,883079914654
5;2019-02-06;0,22;100128;792,67;31,5608285142291
6;2019-02-07;0,26;100128;930,66;36,1296701564273
7;2019-02-08;0,5;100128;1775,02;63,3541275470475
8;2019-02-09;0,67;100128;2385,81;84,4009038552945
9;2019-02-10;0,44;100128;1585,95;57,1084415549046
10;2019-02-11;2,57;100128;9183,86;337,9643356608
11;2019-02-12;1,52;100128;5422,24;190,207164275215
12;2019-02-13;1,06;100128;3807,41;127,167758595071
13;2019-02-14;0,33;100128;1162,13;43,6853756447674
14;2019-02-15;2,59;100128;9262,28;324,140163357551
15;2019-02-16;1,98;100128;7079,29;246,113537316798
16;2019-02-17;0,66;100128;2366,82;80,965434949986
17;2019-02-18;1,61;100128;5759,57;202,116400870589
18;2019-02-19;1,38;100128;4944,03;168,983395884273
19;2019-02-20;0,93;100128;3339,78;112,950997216174
20;2019-02-21;0,41;100128;1456,46;50,9634936579428
21;2019-02-22;1,13;100128;4054,23;132,48605407904
22;2019-02-23;2,07;100128;7405,77;244,118904846794
23;2019-02-24;2,7;100128;9639,8;313,039871824692
24;2019-02-25;2,2;100128;7859,3;246,744616880726
25;2019-02-26;3,11;100128;11121,73;351,416756658679
26;2019-02-27;3,45;100128;12339,76;383,153905292434
27;2019-02-28;3,88;100128;13880,34;421,861300975229
28;2020-10-31;1;100128;3586,42;125,13376332857
0;2019-03-01;2,15;100128;7674,4;254,021171412836
1;2019-03-02;1,32;100128;4701,93;148,685867355334
2;2019-03-03;2,7;100128;9645,66;289,572401523144
3;2019-03-04;0,87;100128;3109,91;103,586834710876
4;2019-03-05;1,05;100128;3769,17;124,44966886102
5;2019-03-06;0,67;100128;2405,96;81,9237818212772
6;2019-03-07;0,51;100128;1835,19;64,6604730905893
7;2019-03-08;3,71;100128;13254,27;422,906096989735
8;2019-03-09;2,42;100128;8638,86;278,852896187671
9;2019-03-10;3,69;100128;13211,31;405,892089920454
10;2019-03-11;4,41;100128;15782,96;469,888193197145
11;2019-03-12;0,86;100128;3087,19;102,830062687045
12;2019-03-13;1,05;100128;3760,59;122,50407897388
13;2019-03-14;1;100128;3585,92;118,497032239492
14;2019-03-15;0,72;100128;2559,24;87,1748429588601
15;2019-03-16;1,55;100128;5559,14;174,726575200527
16;2019-03-17;1,86;100128;6638,96;219,722315218784
17;2019-03-18;3,81;100128;13637,66;422,235989958845
18;2019-03-19;5,03;100128;17972,61;545,880782797532
19;2019-03-20;1,96;100128;7003,63;219,020590431337
20;2019-03-21;1,96;100128;7001,7;231,371773667915
21;2019-03-22;1,88;100128;6725,79;200,473950558757
22;2019-03-23;3,57;100128;12778,88;400,70148946515
23;2019-03-24;3,51;100128;12533,24;411,3445562797
24;2019-03-25;3,12;100128;11141,49;345,870440917026
25;2019-03-26;4,38;100128;15651,7;487,885618322918
26;2019-03-27;1,58;100128;5658,01;184,313978358451
27;2019-03-28;3,24;100128;11591,08;380,779881176049
28;2019-03-29;5,34;100128;19091,7;589,078165899907
29;2019-03-30;4,16;100128;14873,52;465,599548995559
30;2019-03-31;5,35;100128;19144,85;631,226891348136
31;2020-10-31;1;100128;3586,42;125,13376332857
0;2019-04-01;5,44;100128;19447,34;615,595828929584
1;2019-04-02;5,23;100128;18708,35;584,924991388768
2;2019-04-03;2,73;100128;9753,3;302,977886522664
3;2019-04-04;3,96;100128;14152,99;427,501241105696
4;2019-04-05;4,66;100128;16677,41;511,875540065049
5;2019-04-06;4,5;100128;16072,31;485,580513706262
6;2019-04-07;3,99;100128;14248,7;430,950456465643
7;2019-04-08;5,19;100128;18567,19;613,554377126865
8;2019-04-09;6;100128;21441,73;686,96460608582
9;2019-04-10;2,04;100128;7288,21;223,205544958499
10;2019-04-11;3,74;100128;13380,77;437,365311535067
11;2019-04-12;5,49;100128;19620,75;642,075981362827
12;2019-04-13;6,05;100128;21616,57;693,439597537332
13;2019-04-14;5,71;100128;20424,39;656,324174122941
14;2019-04-15;6,17;100128;22063,83;707,706154135381
15;2019-04-16;5,38;100128;19245,57;613,302206998924
16;2019-04-17;6,18;100128;22107,47;693,524673297473
17;2019-04-18;6,2;100128;22179,58;694,385580999089
18;2019-04-19;6,18;100128;22111,92;680,242448388783
19;2019-04-20;6,23;100128;22279,59;691,175576435743
20;2019-04-21;6,2;100128;22184,16;682,915283284099
21;2019-04-22;6,32;100128;22594,11;704,525797244984
22;2019-04-23;6,23;100128;22270,18;708,075279949965
23;2019-04-24;3,66;100128;13069,75;410,373992062771
24;2019-04-25;3,57;100128;12753,55;427,653937078872
25;2019-04-26;2,85;100128;10184,03;317,485980500764
26;2019-04-27;2,69;100128;9622,33;312,762924741301
27;2019-04-28;4,7;100128;16789,39;544,581452401397
28;2019-04-29;6,24;100128;22297,21;708,210468755192
29;2019-04-30;5,78;100128;20662,42;651,772949972506
30;2020-10-31;1;100128;3586,42;125,13376332857
0;2019-05-01;2,43;100128;8702,69;270,822624191557
1;2019-05-02;5,02;100128;17960,45;640,228913426979
2;2019-05-03;4,2;100128;15014,42;515,638416935089
3;2019-05-04;4,69;100128;16782,4;552,553030668206
4;2019-05-05;5,13;100128;18345,68;610,851291824031
5;2019-05-06;4,67;100128;16699,23;574,274929008387
6;2019-05-07;4,4;100128;15746,63;546,824653411722
7;2019-05-08;3,85;100128;13781,52;428,682149208453
8;2019-05-09;3,41;100128;12207,3;405,883706200285
9;2019-05-10;2,01;100128;7171,76;226,199656441102
10;2019-05-11;6,25;100128;22361,22;745,798078433087
11;2019-05-12;6,27;100128;22417,58;783,148172177269
