;createTime;specificEnergy (kWh/kWp);plantid;dayEnergy (kWh);irradiation (Wh/msq)
2;2018-05-03;4,67;100127;49471,5;592,054982330006
3;2018-05-04;5,69;100127;60270,04;685,720265956641
4;2018-05-05;6,53;100127;69227,34;759,998603434096
5;2018-05-06;6,58;100127;69693,08;742,633396673522
6;2018-05-07;6,62;100127;70204,7;750,507170011731
7;2018-05-08;6,66;100127;70633,09;763,35352597443
8;2018-05-09;6,62;100127;70170,95;758,787246375899
9;2018-05-10;5,14;100127;54423,28;613,729647885169
10;2018-05-11;6,84;100127;72527,36;812,339898467306
11;2018-05-12;5,59;100127;59199,71;633,002202452881
12;2018-05-13;6,54;100127;69327,24;741,955238443745
13;2018-05-14;6,68;100127;70756,75;764,94896969104
14;2018-05-15;6,63;100127;70257,94;747,238764625949
15;2018-05-16;6,44;100127;68270,87;749,842072877706
16;2018-05-17;6,35;100127;67289,32;742,810362543729
17;2018-05-18;2,94;100127;31158,32;328,723519489186
18;2018-05-19;4,59;100127;48652,84;557,520700284447
19;2018-05-20;6,68;100127;70759,64;782,020977606875
20;2018-05-21;5,81;100127;61612,45;656,966726104419
21;2018-05-22;6,29;100127;66698,81;731,736266198604
22;2018-05-23;5,69;100127;60286,23;674,760022820474
23;2018-05-24;6,84;100127;72482,97;791,023857722361
24;2018-05-25;6,8;100127;72038,12;774,429967344613
25;2018-05-26;6,62;100127;70120,58;769,011339010855
26;2018-05-27;3,83;100127;40584,8;441,151776199693
27;2018-05-28;6,16;100127;65335,33;725,253556564132
28;2018-05-29;4,8;100127;50909,11;543,382790887581
29;2018-05-30;6,89;100127;73040,13;795,834425004587
30;2018-05-31;6,64;100127;70346,05;767,965724805656
31;2020-10-31;1;100127;10563,2;127,95134645301
0;2018-06-01;6,71;100127;71107,57;771,966553569042
1;2018-06-02;6,63;100127;70276,08;737,519459964689
2;2018-06-03;6,58;100127;69742,13;759,208773833557
3;2018-06-04;6,54;100127;69360,79;783,471277921873
4;2018-06-05;7,04;100127;74630,16;820,723861689505
5;2018-06-06;5,81;100127;61577,54;668,581298570954
6;2018-06-07;6,84;100127;72523,99;777,12299745379
7;2018-06-08;6,73;100127;71276,76;771,354589666489
8;2018-06-09;3,46;100127;36618,22;388,767609949496
9;2018-06-10;1,24;100127;13165,76;155,886936710552
10;2018-06-11;2,87;100127;30403,34;335,778922217556
11;2018-06-12;5,29;100127;56083,37;661,754357890673
12;2018-06-13;6,7;100127;70974,85;840,573493901189
13;2018-06-14;4,38;100127;46457,26;514,683577482607
14;2018-06-15;4,88;100127;51674,1;622,460298060817
15;2018-06-16;2,33;100127;24726,42;272,109249937059
16;2018-06-17;4,79;100127;50786,4;608,78032019779
17;2018-06-18;2,69;100127;28559,59;310,50972322348
18;2018-06-19;5,59;100127;59237,21;718,26332162783
19;2018-06-20;1,61;100127;17073,03;195,198744393269
20;2018-06-21;5,73;100127;60724,7;735,089342760424
21;2018-06-22;5,8;100127;61501,83;703,412450046534
22;2018-06-23;3,98;100127;42174,54;473,982155520812
23;2018-06-24;6,23;100127;66077,51;724,505090008772
24;2018-06-25;6,71;100127;71140,95;798,773596282818
25;2018-06-26;6,71;100127;71111,33;770,958450271665
26;2018-06-27;6,77;100127;71724,47;754,622005355094
27;2018-06-28;6,81;100127;72175,1;791,090193466013
28;2018-06-29;6,78;100127;71897,23;794,043496531226
29;2018-06-30;7,06;100127;74827,19;829,559896611726
30;2020-10-31;1;100127;10563,2;127,95134645301
0;2018-07-01;6,63;100127;70271,47;796,294216871522
1;2018-07-02;6,93;100127;73493,62;819,233508634782
2;2018-07-03;7;100127;74156,71;819,09199754437
3;2018-07-04;7,01;100127;74290,37;823,894699858708
4;2018-07-05;2,93;100127;31024,12;348,421844303745
5;2018-07-06;6,97;100127;73840,27;862,034690094177
6;2018-07-07;6,96;100127;73768,06;821,05012466018
7;2018-07-08;6,98;100127;73963,67;816,394745459237
8;2018-07-09;6,87;100127;72811,93;832,967998874601
9;2018-07-10;5,05;100127;53503,09;613,10049329457
10;2018-07-11;5,99;100127;63525,67;703,452904683116
11;2018-07-12;5,09;100127;53931,28;599,079824798009
12;2018-07-13;6,89;100127;73011,19;809,614573538649
13;2018-07-14;4,92;100127;52125,08;567,688749104697
14;2018-07-15;6,03;100127;63891,18;719,059221032111
15;2018-07-16;6,64;100127;70413,99;760,470653479708
16;2018-07-17;5,03;100127;53295,76;598,898639290364
17;2018-07-18;5,04;100127;53455,78;595,248012514671
18;2018-07-19;6,08;100127;64400,81;753,120948200524
19;2018-07-20;6,65;100127;70431,42;780,194560862181
20;2018-07-21;5,99;100127;63440,14;727,493117908198
21;2018-07-22;4,81;100127;50940,42;555,60827377739
22;2018-07-23;3,87;100127;41006,31;471,138317254301
23;2018-07-24;6,24;100127;66128,34;718,154708298062
24;2018-07-25;6,03;100127;63864,42;668,546354989697
25;2018-07-26;6,47;100127;68600,84;730,832078832275
26;2018-07-27;6,43;100127;68182,41;727,345466081125
27;2018-07-28;5,56;100127;58947,34;651,69952693271
28;2018-07-29;5,69;100127;60301;674,452314363932
29;2018-07-30;3,69;100127;39087,41;421,004138810995
30;2018-07-31;3,1;100127;32820,01;353,578537507352
31;2020-10-31;1;100127;10563,2;127,95134645301
0;2018-08-01;5,13;100127;54404,01;607,502423883495
1;2018-08-02;5,86;100127;62114,84;681,36858997252
2;2018-08-03;5,38;100127;57042,41;647,997072801192
3;2018-08-04;4,55;100127;48241,72;568,946557844673
4;2018-08-05;3,87;100127;40973,84;467,567351254222
5;2018-08-06;2,17;100127;22975,47;257,125329034755
6;2018-08-07;5,54;100127;58765,86;640,231242990175
7;2018-08-08;2,94;100127;31165,99;339,386908499528
8;2018-08-09;5,26;100127;55694,76;617,737303386074
9;2018-08-10;4,02;100127;42657,22;491,167135628915
10;2018-08-11;2,75;100127;29144,46;325,176187400546
11;2018-08-12;1,63;100127;17266,87;197,015037695748
12;2018-08-13;1,09;100127;11601,79;136,659273824224
13;2018-08-14;2,04;100127;21639,09;252,406171536828
14;2018-08-15;4,38;100127;46370,32;514,077274117238
15;2018-08-16;2,2;100127;23347,12;260,159527850651
16;2018-08-17;4,46;100127;47281,98;510,414809905424
17;2018-08-18;1,53;100127;16168,27;183,757416133189
18;2018-08-19;1,05;100127;11077,23;130,882919189633
19;2018-08-20;5,4;100127;57222,81;621,581522609237
20;2018-08-21;4,65;100127;49244,13;561,674879337779
21;2018-08-22;3,89;100127;41215,17;451,747442110016
22;2018-08-23;2,49;100127;26409,31;296,24694474851
23;2018-08-24;2,88;100127;30569,53;336,179672020443
24;2018-08-25;3,69;100127;39150,28;432,580979586241
25;2018-08-26;4,22;100127;44713,2;499,289985785744
26;2018-08-27;1,73;100127;18290,12;202,255363488138
27;2018-08-28;2,5;100127;26484,88;294,199530776876
28;2018-08-29;2,57;100127;27288,29;297,160089614949
29;2018-08-30;1,9;100127;20090,16;218,650598223035
30;2018-08-31;3,9;100127;41295,76;476,407514213893
31;2020-10-31;1;100127;10563,2;127,95134645301
0;2018-09-01;3,7;100127;39254,83;428,446109490667
1;2018-09-02;4,55;100127;48196,39;517,195632771468
2;2018-09-03;2,46;100127;26027,28;290,396585793886
3;2018-09-04;4,72;100127;49986,25;534,008773736513
4;2018-09-05;3,97;100127;42040,76;450,231312251426
5;2018-09-06;3,91;100127;41389,58;467,851008203403
6;2018-09-07;0,91;100127;9616,5;111,423798429726
7;2018-09-08;2,68;100127;28441,46;322,55689455025
8;2018-09-09;2,46;100127;26099,91;295,476238015708
9;2018-09-10;3,72;100127;39420,74;442,462086091768
10;2018-09-11;1,08;100127;11473,12;133,550052424708
11;2018-09-12;3,09;100127;32710,24;349,681284198986
12;2018-09-13;2,79;100127;29586,99;326,123575736286
13;2018-09-14;1,58;100127;16769,43;190,363835326255
14;2018-09-15;3,6;100127;38110,38;433,496494392092
15;2018-09-16;2,04;100127;21584,84;234,944603358104
16;2018-09-17;2,91;100127;30890,6;340,924358926932
17;2018-09-18;4,97;100127;52676,23;540,436473525838
18;2018-09-19;1,66;100127;17549,39;196,561265855577
19;2018-09-20;1,21;100127;12827,92;148,3643616234
20;2018-09-21;2,16;100127;22861,33;251,151342006841
21;2018-09-22;3,44;100127;36461,85;402,133404449724
22;2018-09-23;3,77;100127;39981,07;430,435933430869
23;2018-09-24;3,96;100127;41927,23;463,585144771892
24;2018-09-25;4,03;100127;42731,97;466,822979756158
25;2018-09-26;0,33;100127;3483,27;47,1157880105426
26;2018-09-27;0,86;100127;9124,68;108,374244019248
27;2018-09-28;4,3;100127;45553,2;500,096759198809
28;2018-09-29;1,64;100127;17357,46;197,954316042494
29;2018-09-30;1,57;100127;16680,25;189,037722949112
30;2020-10-31;1;100127;10563,2;127,95134645301
0;2018-10-01;3,2;100127;33889,26;368,497577075462
1;2018-10-02;1,97;100127;20858,41;230,336755777558
2;2018-10-03;3,37;100127;35715,14;394,30677797466
3;2018-10-04;1,48;100127;15728,39;178,906689658608
4;2018-10-05;0,98;100127;10357,93;121,098928911974
5;2018-10-06;0,65;100127;6862,45;83,4410696442679
6;2018-10-07;3,08;100127;32665,23;348,888503237875
7;2018-10-08;0,85;100127;8977,88;106,314203852185
8;2018-10-09;0,65;100127;6910,04;84,373284439291
9;2018-10-10;3,29;100127;34876,46;368,478072754948
10;2018-10-11;3,61;100127;38246,25;406,593029335688
11;2018-10-12;2,98;100127;31532,39;340,549615624353
12;2018-10-13;2,62;100127;27794,33;301,983817877585
13;2018-10-14;3,47;100127;36776,7;397,27774922473
14;2018-10-15;2,74;100127;29077,69;324,015900093356
15;2018-10-16;1,21;100127;12862,23;150,157745251609
16;2018-10-17;1,84;100127;19476,18;222,090948305738
17;2018-10-18;2,95;100127;31260,1;354,020151064229
18;2018-10-19;0,95;100127;10112,01;118,411729581947
19;2018-10-20;2,41;100127;25587,07;304,276227459191
20;2018-10-21;0,82;100127;8730,54;103,462025798724
21;2018-10-22;2,7;100127;28567,24;346,076877647621
22;2018-10-23;0,69;100127;7264,39;88,7452515549147
23;2018-10-24;2,31;100127;24479,99;302,259991593169
24;2018-10-25;1,79;100127;18959,16;235,489896071427
25;2018-10-26;0,95;100127;10107,28;122,879609231685
26;2018-10-27;1,39;100127;14729,67;180,358866019778
27;2018-10-28;1,4;100127;14815,8;200,007544929224
28;2018-10-29;0,47;100127;4928,61;61,2495698214053
29;2018-10-30;0,11;100127;1138,67;18,9256687908583
30;2018-10-31;1,69;100127;17949,31;229,037273386684
31;2020-10-31;1;100127;10563,2;127,95134645301
0;2018-11-01;1,28;100127;13574,48;172,821927805702
1;2018-11-02;0,46;100127;4845,82;61,2299506114004
2;2018-11-03;1,99;100127;21118,84;272,45848782963
3;2018-11-04;1,01;100127;10747,05;141,179796383555
4;2018-11-05;0,14;100127;1461,38;22,8570967287888
5;2018-11-06;0,18;100127;1900,93;28,2331728158545
6;2018-11-07;0,26;100127;2703,47;37,0547771175817
7;2018-11-08;0,85;100127;9018,49;110,739314095214
8;2018-11-09;0,34;100127;3653,63;47,0158716473826
9;2018-11-10;0,19;100127;2013,89;28,7900112264419
10;2018-11-11;0,3;100127;3135,89;41,0991068769887
11;2018-11-12;0,41;100127;4330,42;54,1954778553253
12;2018-11-13;0,28;100127;2970,82;41,1670288367075
13;2018-11-14;0,48;100127;5123,25;63,4625161343914
14;2018-11-15;0,61;100127;6487,36;85,5269897297633
15;2018-11-16;1,36;100127;14411,49;211,420212032945
16;2018-11-17;0,89;100127;9464,42;129,29721683498
17;2018-11-18;0,35;100127;3695,72;51,8346761324398
18;2018-11-19;0,49;100127;5164,55;66,1830618413355
19;2018-11-20;0,46;100127;4892;66,4428975159369
20;2018-11-21;0,14;100127;1462,5;22,5178307200199
21;2018-11-22;0,2;100127;2140,2;30,2078455761319
22;2018-11-23;0,06;100127;659,29;13,2373300711231
23;2018-11-24;0,17;100127;1756,38;26,2286659209557
24;2018-11-25;0,26;100127;2781,49;37,4539870751706
25;2018-11-26;0,96;100127;10164,21;150,448447375073
26;2018-11-27;1,06;100127;11204,82;183,463110434316
27;2018-11-28;0,61;100127;6444,58;100,584551586858
28;2018-11-29;0,06;100127;673,59;13,2630251613426
29;2018-11-30;0,18;100127;1890,73;27,2162638525269
30;2020-10-31;1;100127;10563,2;127,95134645301
0;2018-12-01;0,55;100127;5802,99;84,2791173151647
1;2018-12-02;0,06;100127;651,9;13,2136355472536
2;2018-12-03;0,2;100127;2102,84;30,6472909959388
3;2018-12-04;0,89;100127;9473,87;159,568875327105
4;2018-12-05;0,76;100127;8065,7;129,192524859643
5;2018-12-06;0,12;100127;1266,35;19,8976843384084
6;2018-12-07;0,11;100127;1216,55;19,5351336018743
7;2018-12-08;0,2;100127;2081,5;29,7609882439315
8;2018-12-09;0,35;100127;3669;54,4255337901652
9;2018-12-10;0,61;100127;6485,64;110,540731877223
10;2018-12-11;0,36;100127;3794,2;65,1902142943794
11;2018-12-12;0,17;100127;1782,67;25,937630382246
12;2018-12-13;0,22;100127;2310,02;31,894845783394
13;2018-12-14;0,18;100127;1944,85;27,6667249583663
14;2018-12-15;0,14;100127;1484,78;22,9865416979159
15;2018-12-16;0,05;100127;570,7;11,9969465309986
16;2018-12-17;0,14;100127;1463,31;21,9996779668833
17;2018-12-18;0,08;100127;839,29;14,7430418584579
18;2018-12-19;0,07;100127;774,78;14,1741137952589
19;2018-12-20;0,13;100127;1371,76;21,1071485113336
20;2018-12-21;0,06;100127;622,56;12,4320810830531
21;2018-12-22;0,11;100127;1160,29;18,6005277492688
22;2018-12-23;0,15;100127;1564,05;23,1257073009115
23;2018-12-24;0,7;100127;7398,33;128,966030279247
24;2018-12-25;0,24;100127;2506,21;37,1653223644373
25;2018-12-26;0,42;100127;4435,34;72,5356070117708
26;2018-12-27;0,1;100127;1048,83;17,366133721713
27;2018-12-28;0,65;100127;6922,46;114,758404720074
28;2018-12-29;0,08;100127;804,67;14,5458488098931
29;2018-12-30;0,82;100127;8683,98;156,535188376602
30;2018-12-31;0,17;100127;1757,88;25,7254829592458
31;2020-10-31;1;100127;10563,2;127,95134645301
0;2019-01-01;0,47;100127;4995,73;74,7079274877221
1;2019-01-02;0,93;100127;9821,43;177,976699510221
2;2019-01-03;0,54;100127;5720,32;77,8255670712589
3;2019-01-04;0,38;100127;4013,96;54,0725502893203
4;2019-01-05;0,63;100127;6623,72;101,332380681599
5;2019-01-06;0,22;100127;2315,08;32,229610991051
6;2019-01-07;0,25;100127;2639,99;35,4489256351824
7;2019-01-08;0,21;100127;2242,33;30,8978633203846
8;2019-01-09;1,04;100127;10984,85;189,998110287132
9;2019-01-10;0,19;100127;1983,64;26,8502932803176
10;2019-01-11;0,68;100127;7192,4;109,734232248305
11;2019-01-12;0,16;100127;1689,23;25,1162125889545
12;2019-01-13;0,2;100127;2094,84;29,3899897267456
13;2019-01-14;1,18;100127;12537,79;206,560186860927
14;2019-01-15;0,17;100127;1836,24;26,9051293165545
15;2019-01-16;0,09;100127;977,48;16,9989816513384
16;2019-01-17;0,28;100127;2934,43;40,7748841792089
17;2019-01-18;1,3;100127;13760,81;208,12436075856
18;2019-01-19;0,79;100127;8342,26;124,6557885001
19;2019-01-20;0,69;100127;7332,83;89,9485779580445
20;2019-01-21;0,91;100127;9661,33;139,406097916208
21;2019-01-22;0,19;100127;1988,45;27,5581915425361
22;2019-01-23;0,39;100127;4085,33;50,5402533400235
23;2019-01-24;0,18;100127;1906;27,8123638463689
24;2019-01-25;0,46;100127;4918,52;65,10392456166
25;2019-01-26;0,06;100127;597,18;42,9937023538351
26;2019-01-27;0,23;100127;2447,07;33,5789150445109
27;2019-01-28;0,23;100127;2463,21;33,6604992837769
28;2019-01-29;1,39;100127;14686,9;204,673408147318
29;2019-01-30;0,93;100127;9821,41;117,289469338627
30;2019-01-31;0,07;100127;770,74;25,3088033317746
31;2020-10-31;1;100127;10563,2;127,95134645301
0;2019-02-01;0,58;100127;6127,1;82,3073292046984
1;2019-02-02;0,13;100127;1378,93;21,5604723001529
2;2019-02-03;1,25;100127;13223,84;172,180986754873
3;2019-02-04;0,21;100127;2200,38;31,697370929687
4;2019-02-05;0,72;100127;7666,72;96,1757478706537
5;2019-02-06;0,21;100127;2244,49;31,7829160221958
6;2019-02-07;0,25;100127;2662,74;36,5226563025842
7;2019-02-08;0,48;100127;5114,08;64,7734387631176
8;2019-02-09;0,66;100127;6988,52;87,393231289491
9;2019-02-10;0,44;100127;4618,33;58,232522230984
10;2019-02-11;2,66;100127;28241,25;352,106406725832
11;2019-02-12;1,53;100127;16186,51;201,941727815894
12;2019-02-13;1,05;100127;11136,08;130,964164350697
13;2019-02-14;0,31;100127;3293,6;44,299935415549
14;2019-02-15;2,66;100127;28159,13;334,987450397895
15;2019-02-16;2,02;100127;21356,64;259,281970252485
16;2019-02-17;0,64;100127;6773,75;82,7513594011478
17;2019-02-18;1,63;100127;17222,05;211,879552655976
18;2019-02-19;1,4;100127;14813,79;173,342423703528
19;2019-02-20;0,93;100127;9870,17;116,147949980683
20;2019-02-21;0,38;100127;4049,83;52,0932749075659
21;2019-02-22;1,12;100127;11834,76;135,244152508609
22;2019-02-23;2,09;100127;22131,19;249,484599464849
23;2019-02-24;2,71;100127;28758,9;325,501608982536
24;2019-02-25;2,19;100127;23223,07;257,399316452145
25;2019-02-26;3,14;100127;33255,66;362,348739716756
26;2019-02-27;3,49;100127;36969,59;400,30981749062
27;2019-02-28;3,91;100127;41415,04;438,478964548125
28;2020-10-31;1;100127;10563,2;127,95134645301
0;2019-03-01;2,21;100127;23462,86;259,936740194613
1;2019-03-02;1,29;100127;13626,36;153,230930290795
2;2019-03-03;2,59;100127;27453,67;304,29034111781
3;2019-03-04;0,85;100127;9048,57;105,945880885009
4;2019-03-05;1,04;100127;11066,05;127,432911777041
5;2019-03-06;0,65;100127;6920,14;83,9293729316335
6;2019-03-07;0,49;100127;5240,42;66,1112778425933
7;2019-03-08;3,77;100127;39998,27;439,062723735464
8;2019-03-09;2,42;100127;25668,17;286,59022051113
9;2019-03-10;3,74;100127;39643,44;416,178948877585
10;2019-03-11;4,47;100127;47352,81;483,540741257782
11;2019-03-12;0,84;100127;8912,68;105,450830765946
12;2019-03-13;1,03;100127;10966,05;124,617776756184
13;2019-03-14;0,98;100127;10352,81;121,06863382215
14;2019-03-15;0,69;100127;7319,14;89,3684958511082
15;2019-03-16;1,52;100127;16153,51;181,755924842431
16;2019-03-17;1,86;100127;19756,02;227,039503243383
17;2019-03-18;3,81;100127;40358,75;433,527158243716
18;2019-03-19;5,06;100127;53639,18;570,234119352414
19;2019-03-20;1,92;100127;20399;223,613078519245
20;2019-03-21;1,96;100127;20819,72;236,791226470065
21;2019-03-22;1,83;100127;19379,79;211,448049892145
22;2019-03-23;3,57;100127;37882,41;410,193908918244
23;2019-03-24;3,51;100127;37220,36;427,639984626739
24;2019-03-25;3,08;100127;32642,24;356,354358217415
25;2019-03-26;4,41;100127;46752,24;507,672409258199
26;2019-03-27;1,57;100127;16588,52;188,131744867693
27;2019-03-28;3,24;100127;34323,72;386,97638069301
28;2019-03-29;5,37;100127;56861,9;608,276505270935
29;2019-03-30;4,19;100127;44389,5;484,81994577688
30;2019-03-31;5,45;100127;57778,09;654,645687602005
31;2020-10-31;1;100127;10563,2;127,95134645301
0;2019-04-01;5,45;100127;57757,17;632,552620210871
1;2019-04-02;5,25;100127;55635,72;610,435762355894
2;2019-04-03;2,7;100127;28609,62;312,793976050556
3;2019-04-04;3,92;100127;41560,93;441,978356653699
4;2019-04-05;4,65;100127;49262,4;530,41830818485
5;2019-04-06;4,46;100127;47242,8;497,648819727222
6;2019-04-07;3,94;100127;41707,01;444,915406001345
7;2019-04-08;5,26;100127;55752,65;639,72070299911
8;2019-04-09;6,01;100127;63709,15;709,587760894268
9;2019-04-10;2,01;100127;21328,58;234,959741988344
10;2019-04-11;3,76;100127;39799,67;445,149824089497
11;2019-04-12;5,48;100127;58075,43;658,326249207868
12;2019-04-13;6,12;100127;64501,27;712,937047744081
13;2019-04-14;5,75;100127;60646,2;676,969003353852
14;2019-04-15;6,17;100127;65413,26;731,973727979816
15;2019-04-16;5,48;100127;58043,53;632,145963887651
16;2019-04-17;6,2;100127;65663,51;716,519807943668
17;2019-04-18;6,22;100127;65916,61;718,708304988696
18;2019-04-19;6,19;100127;65635,13;703,227464675919
19;2019-04-20;6,24;100127;66152,54;715,25375784641
20;2019-04-21;6,21;100127;65860,05;708,013984412899
21;2019-04-22;6,33;100127;67118,49;728,329515334623
22;2019-04-23;6,24;100127;66154,33;731,461740981637
23;2019-04-24;3,63;100127;38493,85;424,397443274066
24;2019-04-25;3,64;100127;38617,25;444,756757702876
